Time, Low-pass and stretch (2st partial)
0.878522, 82.629974
0.880036, 82.652222
0.881551, 82.677765
0.883066, 82.709663
0.884580, 82.748032
0.886095, 82.804184
0.887610, 82.870468
0.889125, 82.949356
0.890639, 83.051765
0.892154, 83.169052
0.893669, 83.307922
0.895183, 83.478470
0.896698, 83.665611
0.898213, 83.876846
0.899727, 84.099586
0.901242, 84.321777
0.902757, 84.528938
0.904271, 84.707848
0.905786, 84.868584
0.907301, 84.999817
0.908816, 85.119156
0.910330, 85.230499
0.911845, 85.334526
0.913360, 85.433426
0.914874, 85.527863
0.916389, 85.606941
0.917904, 85.680275
0.919418, 85.747452
0.920933, 85.810982
0.922448, 85.876137
0.923962, 85.943886
0.925477, 86.024094
0.926992, 86.110840
0.928507, 86.206734
0.930021, 86.306007
0.931536, 86.405495
0.933051, 86.503479
0.934565, 86.604195
0.936080, 86.708351
0.937595, 86.821854
0.939109, 86.940018
0.940624, 87.060661
0.942139, 87.182785
0.943653, 87.309830
0.945168, 87.440689
0.946683, 87.579781
0.948198, 87.716743
0.949712, 87.851791
0.951227, 87.967758
0.952742, 88.068596
0.954256, 88.152420
0.955771, 88.198212
0.957286, 88.226166
0.958800, 88.231461
0.960315, 88.211624
0.961830, 88.181793
0.963344, 88.139679
0.964859, 88.095360
0.966374, 88.053596
0.967889, 88.020424
0.969403, 87.991577
0.970918, 87.961555
0.972433, 87.920296
0.973947, 87.868851
0.975462, 87.812584
0.976977, 87.758728
0.978491, 87.713264
0.980006, 87.674377
0.981521, 87.648651
0.983035, 87.631371
0.984550, 87.621689
0.986065, 87.620705
0.987580, 87.613205
0.989094, 87.597893
0.990609, 87.554703
0.992124, 87.498581
0.993638, 87.425812
0.995153, 87.340042
0.996668, 87.248459
0.998182, 87.149246
0.999697, 87.043114
1.001212, 86.936066
1.002726, 86.831856
1.004241, 86.736351
1.005756, 86.647354
1.007271, 86.572113
1.008785, 86.512321
1.010300, 86.463203
1.011815, 86.432114
1.013329, 86.411118
1.014844, 86.398758
1.016359, 86.413887
1.017873, 86.446007
1.019388, 86.494202
1.020903, 86.556450
1.022417, 86.615562
1.023932, 86.670387
1.025447, 86.719635
1.026962, 86.771408
1.028476, 86.828255
1.029991, 86.885300
1.031506, 86.938965
1.033020, 86.984978
1.034535, 87.035049
1.036050, 87.090599
1.037564, 87.159691
1.039079, 87.234695
1.040594, 87.312531
1.042109, 87.392097
1.043623, 87.479401
1.045138, 87.574066
1.046653, 87.694443
1.048167, 87.829697
1.049682, 87.976555
1.051197, 88.132729
1.052711, 88.289001
1.054226, 88.445381
1.055741, 88.585541
1.057255, 88.710663
1.058770, 88.816757
1.060285, 88.897125
1.061800, 88.967545
1.063314, 89.025673
1.064829, 89.072647
1.066344, 89.114708
1.067858, 89.150505
1.069373, 89.177505
1.070888, 89.197342
1.072402, 89.202187
1.073917, 89.191025
1.075432, 89.171814
1.076946, 89.147400
1.078461, 89.133896
1.079976, 89.128609
1.081491, 89.139954
1.083005, 89.156593
1.084520, 89.177551
1.086035, 89.202438
1.087549, 89.224243
1.089064, 89.242821
1.090579, 89.243469
1.092093, 89.233253
1.093608, 89.209229
1.095123, 89.172737
1.096637, 89.133118
1.098152, 89.090698
1.099667, 89.054916
1.101182, 89.029922
1.102696, 89.028458
1.104211, 89.056335
1.105726, 89.099396
1.107240, 89.162010
1.108755, 89.234879
1.110270, 89.314026
1.111784, 89.401772
1.113299, 89.492020
1.114814, 89.583839
1.116328, 89.675522
1.117843, 89.770119
1.119358, 89.867203
1.120872, 89.972038
1.122387, 90.070801
1.123902, 90.162849
1.125417, 90.220985
1.126931, 90.266312
1.128446, 90.296066
1.129961, 90.322479
1.131475, 90.344620
1.132990, 90.359413
1.134505, 90.358932
1.136019, 90.356865
1.137534, 90.360458
1.139049, 90.390572
1.140563, 90.437477
1.142078, 90.513252
1.143593, 90.598892
1.145108, 90.687080
1.146622, 90.760246
1.148137, 90.807724
1.149652, 90.835625
1.151166, 90.828468
1.152681, 90.813400
1.154196, 90.791359
1.155710, 90.764664
1.157225, 90.736725
1.158740, 90.707375
1.160254, 90.673859
1.161769, 90.638199
1.163284, 90.599747
1.164799, 90.566856
1.166313, 90.536148
1.167828, 90.508095
1.169343, 90.468582
1.170857, 90.422188
1.172372, 90.364639
1.173887, 90.309448
1.175401, 90.258293
1.176916, 90.220520
1.178431, 90.198257
1.179945, 90.187576
1.181460, 90.201805
1.182975, 90.225372
1.184490, 90.255356
1.186004, 90.283157
1.187519, 90.310272
1.189034, 90.336777
1.190548, 90.373886
1.192063, 90.419518
1.193578, 90.475311
1.195092, 90.548691
1.196607, 90.630615
1.198122, 90.723763
1.199636, 90.834885
1.201151, 90.955963
1.202666, 91.091805
1.204181, 91.240837
1.205695, 91.395416
1.207210, 91.555679
1.208725, 91.707985
1.210239, 91.852913
1.211754, 91.978653
1.213269, 92.094482
1.214783, 92.203972
1.216298, 92.306686
1.217813, 92.399918
1.219327, 92.485023
1.220842, 92.544266
1.222357, 92.593307
1.223872, 92.632401
1.225386, 92.671066
1.226901, 92.714157
1.228416, 92.762939
1.229930, 92.815674
1.231445, 92.865860
1.232960, 92.911026
1.234474, 92.937332
1.235989, 92.951973
1.237504, 92.948181
1.239019, 92.934082
1.240533, 92.915138
1.242048, 92.890518
1.243563, 92.853546
1.245077, 92.807831
1.246592, 92.744858
1.248107, 92.676743
1.249621, 92.605026
1.251136, 92.527748
1.252651, 92.446487
1.254165, 92.362473
1.255680, 92.289978
1.257195, 92.226128
1.258710, 92.171135
1.260224, 92.119225
1.261739, 92.069611
1.263254, 92.022926
1.264768, 91.995697
1.266283, 91.979866
1.267798, 91.980232
1.269312, 91.995064
1.270827, 92.020164
1.272342, 92.062889
1.273856, 92.129036
1.275371, 92.205894
1.276886, 92.293762
1.278401, 92.383041
1.279915, 92.473412
1.281430, 92.566315
1.282945, 92.660339
1.284459, 92.755371
1.285974, 92.853676
1.287489, 92.955048
1.289003, 93.059044
1.290518, 93.169594
1.292033, 93.285767
1.293547, 93.408012
1.295062, 93.540657
1.296577, 93.675522
1.298092, 93.812813
1.299606, 93.948303
1.301121, 94.080353
1.302636, 94.206352
1.304150, 94.323959
1.305665, 94.440575
1.307180, 94.559753
1.308694, 94.691429
1.310209, 94.830566
1.311724, 94.981674
1.313239, 95.140755
1.314753, 95.305084
1.316268, 95.477905
1.317783, 95.650581
1.319297, 95.822731
1.320812, 95.988922
1.322327, 96.150070
1.323841, 96.306808
1.325356, 96.440819
1.326871, 96.561203
1.328385, 96.666176
1.329900, 96.755806
1.331415, 96.843216
1.332929, 96.928909
1.334444, 97.014061
1.335959, 97.098969
1.337474, 97.183571
1.338988, 97.268349
1.340503, 97.350632
1.342018, 97.425865
1.343532, 97.490150
1.345047, 97.548477
1.346562, 97.598938
1.348076, 97.643890
1.349591, 97.686562
1.351106, 97.732811
1.352620, 97.793396
1.354135, 97.865372
1.355650, 97.962029
1.357165, 98.070374
1.358679, 98.189293
1.360194, 98.329224
1.361709, 98.472092
1.363223, 98.618271
1.364738, 98.752419
1.366253, 98.879684
1.367767, 98.997742
1.369282, 99.101593
1.370797, 99.196663
1.372311, 99.278259
1.373826, 99.357231
1.375341, 99.439095
1.376855, 99.531693
1.378370, 99.630844
1.379885, 99.731796
1.381400, 99.829231
1.382914, 99.922897
1.384429, 100.014328
1.385944, 100.104179
1.387458, 100.195190
1.388973, 100.287476
1.390488, 100.388107
1.392002, 100.491951
1.393517, 100.598854
1.395032, 100.702522
1.396546, 100.803879
1.398061, 100.902458
1.399576, 100.997734
1.401091, 101.090561
1.402605, 101.179886
1.404120, 101.261612
1.405635, 101.338852
1.407149, 101.409225
1.408664, 101.480667
1.410179, 101.556107
1.411693, 101.643227
1.413208, 101.736259
1.414723, 101.830666
1.416238, 101.919655
1.417752, 102.004028
1.419267, 102.085144
1.420782, 102.160675
1.422296, 102.228317
1.423811, 102.289276
1.425326, 102.330429
1.426840, 102.361923
1.428355, 102.383759
1.429870, 102.391113
1.431384, 102.397476
1.432899, 102.403206
1.434414, 102.428825
1.435929, 102.465630
1.437443, 102.518066
1.438958, 102.577209
1.440473, 102.639099
1.441987, 102.704231
1.443502, 102.773697
1.445017, 102.843422
1.446531, 102.909416
1.448046, 102.967224
1.449561, 103.019714
1.451075, 103.063240
1.452590, 103.103050
1.454105, 103.140594
1.455620, 103.177841
1.457134, 103.213348
1.458649, 103.247139
1.460164, 103.266357
1.461678, 103.274582
1.463193, 103.271233
1.464708, 103.256935
1.466222, 103.247047
1.467737, 103.244003
1.469252, 103.264626
1.470766, 103.298714
1.472281, 103.352005
1.473796, 103.421494
1.475311, 103.493546
1.476825, 103.562866
1.478340, 103.619850
1.479855, 103.670563
1.481369, 103.713455
1.482884, 103.750107
1.484399, 103.781166
1.485913, 103.796669
1.487428, 103.796051
1.488943, 103.782890
1.490458, 103.741989
1.491972, 103.690094
1.493487, 103.628952
1.495002, 103.569519
1.496516, 103.517715
1.498031, 103.474365
1.499546, 103.448807
1.501060, 103.430626
1.502575, 103.421600
1.504090, 103.417580
1.505604, 103.413361
1.507119, 103.407326
1.508634, 103.396240
1.510149, 103.381241
1.511663, 103.359009
1.513178, 103.327919
1.514693, 103.294243
1.516207, 103.262947
1.517722, 103.247963
1.519237, 103.243423
1.520751, 103.253944
1.522266, 103.261826
1.523781, 103.267227
1.525295, 103.262077
1.526810, 103.251984
1.528325, 103.237518
1.529840, 103.212540
1.531354, 103.181442
1.532869, 103.143303
1.534384, 103.099030
1.535898, 103.058289
1.537413, 103.023735
1.538928, 103.009712
1.540442, 103.007927
1.541957, 103.024582
1.543472, 103.058121
1.544986, 103.098427
1.546501, 103.145355
1.548016, 103.189690
1.549531, 103.232147
1.551045, 103.270836
1.552560, 103.312241
1.554075, 103.355537
1.555589, 103.402115
1.557104, 103.448792
1.558619, 103.495842
1.560133, 103.548294
1.561648, 103.600548
1.563163, 103.652634
1.564677, 103.686478
1.566192, 103.709236
1.567707, 103.718765
1.569221, 103.715179
1.570736, 103.709702
1.572251, 103.703094
1.573766, 103.698822
1.575280, 103.695580
1.576795, 103.693680
1.578310, 103.688515
1.579824, 103.680199
1.581339, 103.665009
1.582854, 103.650391
1.584368, 103.636917
1.585883, 103.627731
1.587398, 103.617401
1.588912, 103.606590
1.590427, 103.597145
1.591942, 103.594032
1.593457, 103.596024
1.594971, 103.607903
1.596486, 103.617393
1.598001, 103.624550
1.599515, 103.605949
1.601030, 103.572067
1.602545, 103.519501
1.604059, 103.451118
1.605574, 103.381989
1.607089, 103.314461
1.608603, 103.252235
1.610118, 103.189400
1.611633, 103.122711
1.613148, 103.046494
1.614662, 102.964981
1.616177, 102.875580
1.617692, 102.784096
1.619206, 102.692657
1.620721, 102.606133
1.622236, 102.525566
1.623750, 102.449425
1.625265, 102.382042
1.626780, 102.319229
1.628294, 102.260368
1.629809, 102.214523
1.631324, 102.179077
1.632839, 102.154366
1.634353, 102.136124
1.635868, 102.113701
1.637383, 102.085258
1.638897, 102.050873
1.640412, 102.014801
1.641927, 101.977043
1.643441, 101.941055
1.644956, 101.909477
1.646471, 101.887878
1.647985, 101.879189
1.649500, 101.877953
1.651015, 101.888245
1.652530, 101.912064
1.654044, 101.945717
1.655559, 101.999725
1.657074, 102.064301
1.658588, 102.135811
1.660103, 102.211731
1.661618, 102.284439
1.663132, 102.354301
1.664647, 102.412674
1.666162, 102.465866
1.667676, 102.513451
1.669191, 102.551056
1.670706, 102.582359
1.672221, 102.605515
1.673735, 102.620636
1.675250, 102.635536
1.676765, 102.652168
1.678279, 102.674866
1.679794, 102.701904
1.681309, 102.736610
1.682823, 102.782394
1.684338, 102.834648
1.685853, 102.896790
1.687368, 102.962097
1.688882, 103.028351
1.690397, 103.091179
1.691912, 103.147980
1.693426, 103.199982
1.694941, 103.240860
1.696456, 103.276260
1.697970, 103.306938
1.699485, 103.330612
1.701000, 103.352539
1.702514, 103.372498
1.704029, 103.393402
1.705544, 103.413818
1.707059, 103.433372
1.708573, 103.445663
1.710088, 103.457542
1.711603, 103.470848
1.713117, 103.496178
1.714632, 103.526779
1.716147, 103.563576
1.717661, 103.601181
1.719176, 103.638275
1.720691, 103.672005
1.722205, 103.696625
1.723720, 103.715134
1.725235, 103.723663
1.726750, 103.736572
1.728264, 103.753922
1.729779, 103.794304
1.731294, 103.848106
1.732808, 103.914116
1.734323, 103.997147
1.735838, 104.084778
1.737352, 104.177734
1.738867, 104.274010
1.740382, 104.368340
1.741896, 104.459114
1.743411, 104.536865
1.744926, 104.606277
1.746441, 104.662643
1.747955, 104.706955
1.749470, 104.747368
1.750985, 104.786011
1.752499, 104.830559
1.754014, 104.878662
1.755529, 104.932220
1.757043, 104.984833
1.758558, 105.036385
1.760073, 105.083534
1.761588, 105.130142
1.763102, 105.176292
1.764617, 105.221245
1.766132, 105.262077
1.767646, 105.298973
1.769161, 105.323456
1.770676, 105.343964
1.772190, 105.359825
1.773705, 105.380318
1.775220, 105.407463
1.776734, 105.444946
1.778249, 105.494316
1.779764, 105.545410
1.781278, 105.595322
1.782793, 105.632126
1.784308, 105.659744
1.785823, 105.670334
1.787337, 105.666512
1.788852, 105.653748
1.790367, 105.626846
1.791881, 105.589706
1.793396, 105.545135
1.794911, 105.486938
1.796425, 105.427200
1.797940, 105.366791
1.799455, 105.320946
1.800969, 105.285599
1.802484, 105.260818
1.803999, 105.260803
1.805514, 105.273788
1.807028, 105.302780
1.808543, 105.343979
1.810058, 105.385490
1.811572, 105.425102
1.813087, 105.458862
1.814602, 105.489700
1.816116, 105.516472
1.817631, 105.539124
1.819146, 105.560532
1.820660, 105.582108
1.822175, 105.614182
1.823690, 105.654907
1.825204, 105.716957
1.826719, 105.792030
1.828234, 105.875999
1.829749, 105.970413
1.831263, 106.067963
1.832778, 106.168083
1.834293, 106.271484
1.835807, 106.373116
1.837322, 106.472885
1.838837, 106.561768
1.840351, 106.649506
1.841866, 106.736420
1.843381, 106.833481
1.844895, 106.934792
1.846410, 107.041550
1.847925, 107.148048
1.849440, 107.252243
1.850954, 107.350700
1.852469, 107.441422
1.853984, 107.529037
1.855498, 107.614815
1.857013, 107.704407
1.858528, 107.795868
1.860042, 107.887680
1.861557, 107.969803
1.863072, 108.043571
1.864587, 108.091217
1.866101, 108.122078
1.867616, 108.138466
1.869131, 108.118378
1.870645, 108.080368
1.872160, 108.022469
1.873675, 107.944656
1.875189, 107.861969
1.876704, 107.773987
1.878219, 107.676849
1.879733, 107.575005
1.881248, 107.466507
1.882763, 107.355988
1.884278, 107.245811
1.885792, 107.137878
1.887307, 107.035629
1.888822, 106.939163
1.890336, 106.857628
1.891851, 106.793236
1.893366, 106.740944
1.894880, 106.711723
1.896395, 106.699799
1.897910, 106.701050
1.899424, 106.725021
1.900939, 106.753342
1.902454, 106.785515
1.903969, 106.813461
1.905483, 106.840706
1.906998, 106.867188
1.908513, 106.900581
1.910027, 106.940292
1.911542, 106.988968
1.913057, 107.053940
1.914571, 107.126076
1.916086, 107.207520
1.917601, 107.289536
1.919115, 107.369202
1.920630, 107.441597
