Time, Original amplitude (1st partial)
3.562557, 1676.849365
3.564072, 1676.876587
3.565586, 1676.958130
3.567101, 1672.987183
3.568616, 1669.614502
3.570130, 1663.413208
3.571645, 1664.881958
3.573160, 1665.697876
3.574674, 1667.329834
3.576189, 1669.668945
3.577704, 1672.959961
3.579219, 1682.533813
3.580733, 1684.301758
3.582248, 1683.975342
3.583763, 1687.239258
3.585277, 1686.668091
3.586792, 1685.525635
3.588307, 1683.023438
3.589821, 1684.682495
3.591336, 1687.538330
3.592851, 1688.816772
3.594365, 1693.277344
3.595880, 1700.131348
3.597395, 1702.687988
3.598910, 1703.476807
3.600424, 1703.014404
3.601939, 1701.545654
3.603454, 1712.343506
3.604968, 1718.136841
3.606483, 1718.381592
3.607998, 1720.285522
3.609512, 1718.463257
3.611027, 1720.503174
3.612542, 1726.350830
3.614056, 1725.752441
3.615571, 1726.949219
3.617086, 1729.941040
3.618601, 1736.495850
3.620115, 1744.764282
3.621630, 1754.202148
3.623145, 1757.330078
3.624659, 1751.999146
3.626174, 1757.629272
3.627689, 1759.805176
3.629203, 1760.865845
3.630718, 1763.041748
3.632233, 1764.238525
3.633747, 1763.667358
3.635262, 1760.593872
3.636777, 1761.627441
3.638292, 1764.891235
3.639806, 1767.311890
3.641321, 1770.575806
3.642836, 1771.826904
3.644350, 1774.111572
3.645865, 1773.703613
3.647380, 1771.418945
3.648894, 1767.475098
3.650409, 1766.441528
3.651924, 1757.955566
3.653439, 1749.796021
3.654953, 1753.930176
3.656468, 1755.942871
3.657983, 1750.611938
3.659497, 1748.653687
3.661012, 1747.892090
3.662527, 1751.699951
3.664041, 1753.413452
3.665556, 1760.621094
3.667071, 1767.774292
3.668585, 1772.670044
3.670100, 1773.676392
3.671615, 1772.996460
3.673130, 1768.780640
3.674644, 1766.414429
3.676159, 1768.345459
3.677674, 1765.761597
3.679188, 1764.211304
3.680703, 1760.457886
3.682218, 1758.553955
3.683732, 1760.185913
3.685247, 1756.786133
3.686762, 1753.223022
3.688276, 1755.099731
3.689791, 1758.417969
3.691306, 1758.744385
3.692821, 1763.096191
3.694335, 1773.377197
3.695850, 1771.554932
3.697365, 1772.996460
3.698879, 1778.245728
3.700394, 1774.519531
3.701909, 1777.348267
3.703423, 1779.469727
3.704938, 1776.641113
3.706453, 1773.812378
3.707967, 1771.092529
3.709482, 1772.887695
3.710997, 1770.684570
3.712512, 1772.670044
3.714026, 1775.933960
3.715541, 1776.450684
3.717056, 1776.369141
3.718570, 1776.994629
3.720085, 1774.329224
3.721600, 1775.471558
3.723114, 1772.398071
3.724629, 1772.561279
3.726144, 1780.584839
3.727658, 1782.461548
3.729173, 1780.448853
3.730688, 1776.613892
3.732203, 1770.358154
3.733717, 1773.404419
3.735232, 1773.268433
3.736747, 1775.988281
3.738261, 1779.170532
3.739776, 1778.653809
3.741291, 1778.354614
3.742805, 1776.015503
3.744320, 1769.814209
3.745835, 1773.839600
3.747350, 1768.127930
3.748864, 1765.734375
3.750379, 1755.534912
3.751894, 1751.427979
3.753408, 1741.962769
3.754923, 1738.562988
3.756438, 1736.849487
3.757952, 1734.211182
3.759467, 1729.777832
3.760982, 1729.750610
3.762496, 1730.566650
3.764011, 1730.430664
3.765526, 1725.643677
3.767040, 1729.995483
3.768555, 1731.110596
3.770070, 1737.203125
3.771585, 1735.326416
3.773099, 1737.665405
3.774614, 1733.068848
3.776129, 1730.947388
3.777643, 1734.755249
3.779158, 1738.834961
3.780673, 1740.058960
3.782187, 1735.135986
3.783702, 1732.252930
3.785217, 1735.734375
3.786731, 1728.853149
3.788246, 1734.537598
3.789761, 1731.110596
3.791276, 1725.317261
3.792790, 1723.658203
3.794305, 1721.563843
3.795820, 1715.335327
3.797334, 1716.586548
3.798849, 1718.490356
3.800364, 1722.298218
3.801878, 1717.864868
3.803393, 1721.291870
3.804908, 1721.264648
3.806422, 1726.949219
3.807937, 1729.886597
3.809452, 1733.204834
3.810966, 1731.355347
3.812481, 1738.481445
3.813996, 1742.261963
3.815511, 1742.125977
3.817025, 1743.159546
3.818540, 1743.703491
3.820055, 1739.950073
3.821569, 1739.841309
3.823084, 1740.820435
3.824599, 1753.359009
3.826113, 1751.319092
3.827628, 1749.578491
3.829143, 1741.854004
3.830657, 1741.799683
3.832172, 1741.446045
3.833687, 1741.282837
3.835202, 1739.596558
3.836716, 1740.874878
3.838231, 1742.098877
3.839746, 1744.138672
3.841260, 1735.217529
3.842775, 1736.251099
3.844290, 1731.627319
3.845804, 1733.585693
3.847319, 1739.378906
3.848834, 1748.000977
3.850348, 1745.716187
3.851863, 1742.588379
3.853378, 1735.897583
3.854892, 1729.805054
3.856407, 1721.754272
3.857922, 1721.455078
3.859437, 1717.456909
3.860951, 1714.165894
3.862466, 1716.178589
3.863981, 1724.419678
3.865495, 1719.224731
3.867010, 1721.291870
3.868525, 1715.335327
3.870039, 1716.776855
3.871554, 1718.245605
3.873069, 1713.567505
3.874583, 1709.324463
3.876098, 1714.900146
3.877613, 1708.998047
3.879128, 1707.692505
3.880642, 1706.060669
3.882157, 1710.249268
3.883672, 1705.788696
3.885186, 1699.342529
3.886701, 1700.947266
3.888216, 1707.692505
3.889730, 1707.774170
3.891245, 1712.969116
3.892760, 1715.824951
3.894274, 1718.164062
3.895789, 1715.036133
3.897304, 1714.492188
3.898819, 1712.697144
3.900333, 1719.306396
3.901848, 1723.630981
3.903363, 1725.725220
3.904877, 1725.562012
3.906392, 1731.817749
3.907907, 1730.294678
3.909421, 1734.945557
3.910936, 1740.222168
3.912451, 1741.065308
3.913965, 1736.876709
3.915480, 1737.502197
3.916995, 1735.299194
3.918510, 1738.562988
3.920024, 1738.481445
3.921539, 1736.849487
3.923054, 1732.008179
3.924568, 1732.416138
3.926083, 1735.815918
3.927598, 1736.468750
3.929112, 1735.788696
3.930627, 1734.564819
3.932142, 1729.261108
3.933656, 1725.779663
3.935171, 1729.097900
3.936686, 1730.539429
3.938201, 1735.108765
3.939715, 1735.217529
3.941230, 1731.627319
3.942745, 1728.989136
3.944259, 1732.688110
3.945774, 1732.144165
3.947289, 1730.838623
3.948803, 1729.261108
3.950318, 1728.961914
3.951833, 1723.712524
3.953348, 1718.300049
3.954862, 1715.199341
3.956377, 1713.377075
3.957892, 1710.630005
3.959406, 1712.805908
3.960921, 1707.774170
3.962436, 1701.627319
3.963950, 1696.949097
3.965465, 1701.572876
3.966980, 1701.164917
3.968494, 1700.675293
3.970009, 1698.798584
3.971524, 1699.043457
3.973039, 1695.969971
3.974553, 1695.208374
3.976068, 1686.695190
3.977583, 1686.586426
3.979097, 1684.600952
3.980612, 1685.852051
3.982127, 1692.542969
3.983641, 1696.133179
3.985156, 1696.568359
3.986671, 1697.520264
3.988185, 1699.668945
3.989700, 1704.782349
3.991215, 1704.591919
3.992730, 1705.761475
3.994244, 1705.543823
3.995759, 1700.920166
3.997274, 1696.949097
3.998788, 1694.310791
4.000303, 1690.503052
4.001818, 1685.797729
4.003333, 1684.519287
4.004847, 1680.602783
4.006362, 1675.652588
4.007876, 1670.974487
4.009391, 1672.225586
4.010906, 1667.574585
4.012421, 1663.277222
4.013935, 1664.473999
4.015450, 1665.779541
4.016964, 1665.534668
4.018479, 1665.725098
4.019994, 1667.329834
4.021509, 1672.334351
4.023024, 1666.976196
4.024538, 1673.449463
4.026053, 1671.926392
4.027567, 1674.265503
4.029082, 1678.862061
4.030597, 1680.385132
4.032112, 1677.937256
4.033626, 1680.466797
4.035141, 1682.724243
4.036656, 1682.778687
4.038170, 1680.521118
4.039685, 1681.881104
4.041200, 1680.303589
4.042715, 1682.724243
4.044229, 1680.956299
4.045744, 1688.000732
4.047258, 1691.536621
4.048773, 1691.155762
4.050288, 1681.772339
4.051803, 1675.190186
4.053317, 1674.347046
4.054832, 1674.428711
4.056347, 1671.708740
4.057861, 1678.100464
4.059376, 1679.841187
4.060891, 1682.425049
4.062406, 1676.958130
4.063920, 1676.359741
4.065435, 1675.652588
4.066949, 1677.202881
4.068464, 1673.775879
4.069979, 1672.769531
4.071494, 1676.876587
4.073008, 1677.665283
4.074523, 1671.735962
4.076038, 1667.411377
4.077552, 1664.419556
4.079067, 1662.461304
4.080582, 1659.224609
4.082097, 1661.672485
4.083611, 1665.969849
4.085126, 1665.507446
4.086640, 1668.472168
4.088155, 1666.105835
4.089670, 1670.321655
4.091185, 1672.307129
4.092700, 1671.164795
4.094214, 1670.892822
4.095729, 1669.696045
4.097243, 1674.020630
4.098758, 1674.238281
4.100273, 1678.263672
4.101788, 1678.807617
4.103302, 1678.345215
4.104817, 1677.121338
4.106331, 1674.075073
4.107846, 1673.585449
4.109361, 1670.022461
4.110876, 1670.457642
4.112391, 1665.806641
4.113905, 1666.405029
4.115420, 1664.501099
4.116934, 1659.904541
4.118449, 1656.912720
4.119964, 1656.314331
4.121479, 1657.184692
4.122993, 1656.613525
4.124508, 1651.826538
4.126022, 1652.588135
4.127537, 1649.569092
4.129052, 1651.527466
4.130567, 1647.583618
4.132082, 1649.106689
4.133596, 1650.765869
4.135111, 1646.604492
4.136625, 1647.012451
4.138140, 1647.365967
4.139655, 1646.441284
4.141170, 1651.119385
4.142684, 1646.033325
4.144199, 1643.911743
4.145713, 1633.331543
4.147228, 1628.490234
4.148743, 1627.864624
4.150258, 1632.270752
4.151772, 1631.808472
4.153287, 1632.352417
4.154802, 1619.623413
4.156316, 1617.529175
4.157831, 1620.847412
4.159346, 1625.552734
4.160861, 1622.642456
4.162375, 1627.755859
4.163890, 1630.747681
4.165404, 1635.534668
4.166919, 1639.995239
4.168434, 1639.995239
4.169949, 1637.057739
4.171463, 1640.430420
4.172978, 1639.668823
4.174493, 1649.623535
4.176007, 1657.266357
4.177522, 1657.619873
4.179037, 1647.229980
4.180552, 1644.265381
4.182066, 1635.099487
4.183581, 1630.910889
4.185095, 1624.872803
4.186610, 1619.922607
4.188125, 1608.716797
4.189640, 1610.539062
4.191154, 1603.712280
4.192669, 1595.443848
4.194184, 1597.456543
4.195698, 1600.339600
4.197213, 1603.141113
4.198728, 1605.425781
4.200243, 1605.888184
4.201757, 1609.043213
4.203272, 1600.829224
4.204787, 1608.417603
4.206301, 1611.191895
4.207816, 1615.054077
4.209331, 1616.005981
4.210845, 1614.945312
4.212360, 1619.106689
4.213875, 1625.335083
4.215389, 1634.446655
4.216904, 1648.834717
4.218419, 1641.817505
4.219934, 1645.652466
4.221448, 1648.073242
4.222963, 1648.535522
4.224478, 1646.903687
4.225992, 1644.238159
4.227507, 1640.158447
4.229022, 1639.832031
4.230536, 1629.251709
4.232051, 1623.567261
4.233566, 1615.652466
4.235080, 1611.491089
4.236595, 1608.553589
4.238110, 1616.413940
4.239625, 1620.221802
4.241139, 1619.296997
4.242654, 1612.687744
4.244169, 1611.980591
4.245683, 1606.377686
4.247198, 1608.553589
4.248713, 1604.582642
4.250227, 1607.220825
4.251742, 1599.142822
4.253257, 1597.918945
4.254771, 1591.608887
4.256286, 1590.194580
4.257801, 1588.426636
4.259315, 1594.219971
4.260830, 1596.341431
4.262345, 1602.515503
4.263860, 1612.143799
4.265374, 1627.157471
4.266889, 1629.306152
4.268404, 1633.250000
4.269918, 1629.442139
4.271433, 1632.189209
4.272948, 1627.211792
4.274462, 1621.527344
4.275977, 1620.303345
4.277492, 1620.575439
4.279006, 1612.116577
4.280521, 1610.729492
4.282036, 1612.578979
4.283551, 1614.102173
4.285065, 1607.764893
4.286580, 1606.024170
4.288095, 1600.910767
4.289609, 1597.565308
4.291124, 1590.412109
4.292639, 1595.063110
4.294153, 1594.736694
4.295668, 1589.269775
4.297183, 1586.060303
4.298697, 1586.250732
4.300212, 1583.775635
4.301727, 1593.648804
4.303242, 1596.803833
4.304756, 1596.504639
4.306271, 1591.391235
4.307786, 1591.554443
4.309300, 1593.811890
4.310815, 1596.395752
4.312330, 1599.442017
4.313844, 1603.195435
4.315359, 1597.402100
4.316874, 1592.533569
4.318388, 1590.738525
4.319903, 1593.539917
4.321418, 1598.952515
4.322933, 1605.262573
4.324447, 1603.549072
4.325962, 1603.957031
4.327477, 1596.368652
4.328991, 1595.607056
4.330506, 1592.506348
4.332021, 1596.558960
4.333535, 1608.988770
4.335050, 1613.367798
4.336565, 1616.141968
4.338079, 1615.570801
4.339594, 1617.039551
4.341109, 1622.424927
4.342624, 1624.981567
4.344138, 1629.904541
4.345653, 1627.646973
4.347167, 1624.872803
4.348682, 1625.525513
4.350197, 1624.655151
4.351712, 1619.677856
4.353226, 1619.949829
4.354741, 1615.951660
4.356256, 1606.731323
4.357770, 1606.704102
4.359285, 1607.275269
4.360800, 1604.473755
4.362315, 1609.396729
4.363829, 1613.367798
4.365344, 1617.501953
4.366858, 1618.290649
4.368373, 1626.885498
4.369888, 1627.239014
4.371403, 1625.661499
4.372918, 1620.303345
4.374432, 1612.062256
4.375947, 1615.598022
4.377461, 1622.751221
4.378976, 1623.132080
4.380491, 1621.255371
4.382006, 1615.190063
4.383520, 1612.279785
4.385035, 1607.384033
4.386549, 1604.500977
4.388064, 1607.411255
4.389579, 1609.260742
4.391094, 1608.608032
4.392609, 1608.009644
4.394123, 1607.030518
4.395638, 1610.267090
4.397152, 1613.558105
4.398667, 1617.066772
4.400182, 1623.376831
4.401697, 1621.445679
4.403211, 1617.692383
4.404726, 1619.786621
4.406240, 1613.884521
4.407755, 1605.425781
4.409270, 1595.552612
4.410785, 1586.005981
4.412300, 1588.861816
4.413814, 1593.159180
4.415329, 1598.109375
4.416843, 1601.209961
4.418358, 1602.461060
4.419873, 1600.394043
4.421388, 1596.314209
4.422902, 1593.376709
4.424417, 1594.383057
4.425931, 1593.811890
4.427446, 1585.380371
4.428961, 1583.150024
4.430476, 1585.244385
4.431991, 1580.403076
4.433505, 1580.892578
4.435020, 1578.934326
4.436534, 1583.068481
4.438049, 1586.196289
4.439564, 1586.794678
4.441079, 1592.261597
4.442593, 1595.579834
4.444108, 1596.722168
4.445622, 1596.504639
4.447137, 1590.167358
4.448652, 1587.284302
4.450167, 1582.170898
4.451682, 1578.036743
4.453196, 1572.080200
4.454711, 1571.726685
4.456225, 1576.595215
4.457740, 1579.097534
4.459255, 1572.297852
4.460770, 1566.586182
4.462284, 1567.701294
4.463799, 1574.120117
4.465313, 1580.212646
4.466828, 1589.025024
4.468343, 1588.290649
4.469858, 1583.204468
4.471373, 1575.915283
4.472887, 1570.747559
4.474402, 1570.176392
4.475916, 1572.053101
4.477431, 1576.649658
4.478946, 1579.151855
4.480461, 1588.072998
4.481975, 1600.176392
4.483490, 1607.084839
4.485005, 1613.313354
4.486519, 1611.871826
4.488034, 1604.392212
4.489549, 1599.197266
4.491064, 1594.736694
4.492578, 1593.376709
4.494093, 1592.696777
4.495607, 1592.044067
4.497122, 1590.031372
4.498637, 1585.597900
4.500152, 1586.631470
4.501666, 1586.386719
4.503181, 1590.112915
4.504696, 1592.914429
4.506210, 1592.397583
4.507725, 1588.317871
4.509240, 1581.545410
4.510755, 1578.118286
4.512269, 1570.448364
4.513784, 1562.805542
4.515298, 1552.986816
4.516813, 1541.808228
4.518328, 1541.237061
4.519843, 1542.134521
4.521357, 1537.973145
4.522872, 1539.387451
4.524387, 1536.966797
4.525901, 1530.928711
4.527416, 1531.336670
4.528931, 1533.159058
4.530446, 1538.109131
4.531960, 1543.630493
4.533475, 1540.964966
4.534989, 1541.454590
4.536504, 1546.921509
4.538019, 1548.798218
4.539534, 1549.505371
4.541049, 1551.844482
4.542563, 1549.668579
4.544078, 1546.377563
4.545592, 1535.824463
4.547107, 1525.679443
4.548622, 1522.660400
4.550137, 1531.935059
4.551651, 1535.443726
4.553166, 1530.819946
4.554680, 1527.012085
4.556195, 1528.018433
4.557710, 1529.840820
4.559225, 1532.696655
4.560740, 1540.692993
4.562254, 1547.955078
4.563769, 1545.534424
4.565283, 1542.406494
4.566798, 1541.481812
4.568313, 1540.176270
4.569828, 1536.422852
4.571342, 1536.314087
4.572857, 1535.797241
4.574371, 1532.805420
4.575886, 1533.947754
4.577401, 1532.560669
4.578916, 1527.991333
4.580431, 1528.589600
4.581945, 1528.181641
4.583460, 1526.767334
4.584974, 1518.961304
4.586489, 1512.243286
4.588004, 1512.596802
4.589519, 1516.894287
4.591033, 1506.286743
4.592548, 1497.120850
4.594062, 1493.312988
4.595577, 1495.461792
4.597092, 1497.039307
4.598607, 1494.863403
4.600121, 1491.273193
4.601636, 1489.913208
4.603151, 1491.517944
4.604665, 1493.258667
4.606180, 1488.471680
4.607695, 1487.465332
4.609210, 1497.447266
4.610724, 1500.493530
4.612239, 1504.138062
4.613753, 1509.197021
4.615268, 1502.696533
4.616783, 1492.823486
4.618298, 1485.044678
4.619812, 1482.433594
4.621327, 1485.371094
4.622842, 1490.674805
4.624356, 1485.371094
4.625871, 1479.659302
4.627386, 1472.560547
4.628901, 1470.112671
4.630415, 1461.436279
4.631930, 1455.561401
4.633444, 1451.182373
4.634959, 1449.305664
4.636474, 1453.684692
4.637989, 1452.107178
4.639503, 1446.232178
4.641018, 1446.177856
4.642533, 1450.121582
4.644047, 1458.281250
4.645562, 1463.720947
4.647077, 1465.869629
4.648592, 1467.827881
4.650106, 1472.560547
4.651621, 1480.339355
4.653135, 1482.624023
4.654650, 1481.128052
4.656165, 1477.945801
4.657680, 1471.717285
4.659194, 1467.202393
4.660709, 1462.551392
4.662224, 1461.871460
4.663738, 1465.434448
4.665253, 1465.597656
4.666768, 1468.154297
4.668283, 1474.654785
4.669797, 1483.575928
4.671312, 1480.284912
4.672827, 1476.041870
4.674341, 1473.512451
4.675856, 1465.135254
4.677371, 1461.028320
4.678885, 1461.817017
4.680400, 1465.788086
4.681915, 1478.299438
4.683429, 1487.465332
4.684944, 1490.212402
4.686459, 1487.030151
4.687973, 1484.555054
4.689488, 1493.448975
4.691003, 1505.960449
4.692518, 1513.031982
4.694032, 1518.743774
4.695547, 1515.915039
4.697062, 1508.897827
4.698576, 1506.885132
4.700091, 1503.594116
4.701606, 1500.058350
4.703120, 1499.405518
4.704635, 1507.973145
4.706150, 1510.557007
4.707664, 1504.491699
4.709179, 1496.549683
4.710694, 1484.500732
4.712209, 1475.416382
4.713723, 1471.608521
4.715238, 1468.263062
4.716753, 1469.351074
4.718267, 1466.304810
4.719782, 1462.061768
4.721297, 1468.127075
4.722811, 1464.781738
4.724326, 1452.977539
4.725841, 1457.601196
4.727355, 1461.300293
4.728870, 1461.273071
4.730385, 1465.271240
4.731900, 1468.943115
4.733414, 1469.759033
4.734929, 1477.401855
4.736444, 1487.111694
4.737958, 1478.952148
4.739473, 1474.627563
4.740988, 1475.606689
4.742502, 1474.138062
4.744017, 1473.186035
4.745532, 1463.748169
4.747046, 1460.783447
4.748561, 1460.756348
4.750076, 1461.463501
4.751591, 1461.817017
4.753105, 1464.536865
4.754620, 1474.491577
4.756135, 1478.136230
4.757649, 1480.910522
4.759164, 1488.009277
4.760679, 1498.698364
4.762193, 1505.171631
4.763708, 1514.609619
4.765223, 1526.141724
4.766737, 1528.426514
4.768252, 1529.242432
4.769767, 1523.313110
4.771282, 1518.879761
4.772796, 1521.164429
4.774311, 1521.735596
4.775826, 1514.582397
4.777340, 1511.835327
4.778855, 1508.272339
4.780370, 1503.594116
4.781884, 1501.472656
4.783399, 1503.322144
4.784914, 1506.531616
4.786428, 1507.592285
4.787943, 1506.613159
4.789458, 1502.886963
4.790973, 1504.246826
4.792487, 1508.734619
4.794002, 1510.774536
4.795516, 1509.033813
4.797031, 1503.893311
4.798546, 1503.838867
4.800061, 1507.619507
4.801575, 1514.201538
4.803090, 1521.273193
4.804605, 1519.614136
4.806119, 1516.459106
4.807634, 1515.860718
4.809149, 1520.294067
4.810664, 1524.265015
4.812178, 1521.463623
4.813693, 1518.145386
4.815207, 1517.084595
4.816722, 1513.712036
4.818237, 1514.419189
4.819752, 1514.310425
4.821266, 1512.868896
4.822781, 1512.705688
4.824296, 1513.222412
4.825810, 1516.268677
4.827325, 1511.780884
4.828840, 1502.723755
4.830355, 1501.119019
4.831869, 1497.556030
4.833384, 1500.983032
4.834898, 1502.424561
4.836413, 1493.340210
4.837928, 1485.833374
4.839443, 1479.115356
4.840958, 1473.050049
4.842472, 1474.926758
4.843987, 1477.048218
4.845501, 1483.222412
4.847016, 1489.559570
4.848531, 1494.863403
4.850046, 1502.343018
4.851560, 1510.883301
4.853075, 1521.681152
4.854589, 1534.246948
4.856104, 1537.429199
4.857619, 1533.811768
4.859134, 1537.619629
4.860649, 1538.707520
4.862163, 1534.790894
4.863678, 1539.496338
4.865192, 1538.435547
4.866707, 1538.707520
4.868222, 1542.134521
4.869737, 1548.254272
4.871251, 1553.014038
4.872766, 1542.923340
4.874280, 1539.686646
4.875795, 1539.958618
4.877310, 1535.117310
4.878825, 1530.738281
4.880340, 1532.669434
4.881854, 1534.110962
4.883369, 1533.567017
4.884883, 1531.119141
4.886398, 1529.568848
4.887913, 1528.698486
4.889428, 1530.575195
4.890942, 1536.994019
4.892457, 1543.902466
4.893971, 1551.817261
4.895486, 1556.332275
4.897001, 1553.775513
4.898516, 1552.442871
4.900031, 1545.724731
4.901545, 1544.392090
4.903060, 1553.204346
4.904574, 1551.028564
4.906089, 1544.827271
4.907604, 1542.596924
4.909119, 1536.314087
4.910633, 1528.535278
4.912148, 1529.187988
4.913662, 1533.240601
4.915177, 1535.470947
4.916692, 1536.395630
4.918207, 1534.518921
4.919722, 1531.255127
4.921236, 1524.047485
4.922751, 1520.266846
4.924265, 1528.453613
4.925780, 1533.539795
4.927295, 1536.069214
4.928810, 1535.552490
4.930324, 1531.826294
4.931839, 1521.790039
4.933353, 1520.022095
4.934868, 1519.913330
4.936383, 1522.687500
4.937898, 1522.959595
4.939413, 1516.350220
4.940927, 1516.132690
4.942442, 1521.381958
4.943956, 1521.626831
4.945471, 1528.508057
4.946986, 1529.052002
4.948501, 1530.330322
4.950015, 1532.832642
4.951530, 1531.119141
4.953045, 1524.999390
4.954559, 1518.254150
4.956074, 1515.479858
4.957589, 1516.132690
4.959104, 1512.950439
4.960618, 1509.876953
4.962133, 1506.232422
4.963647, 1498.045654
4.965162, 1489.614014
4.966677, 1486.350220
4.968192, 1480.012939
4.969706, 1484.255859
4.971221, 1486.241455
4.972736, 1484.310303
4.974250, 1480.393677
4.975765, 1478.109009
4.977280, 1471.798950
4.978795, 1464.373657
4.980309, 1462.333862
4.981824, 1461.436279
4.983338, 1461.245850
4.984853, 1462.306641
4.986368, 1460.783447
4.987883, 1458.090820
4.989397, 1452.950317
4.990912, 1447.592163
4.992427, 1441.907593
4.993941, 1440.030884
4.995456, 1435.842407
4.996971, 1434.781616
4.998486, 1432.442505
5.000000, 1431.490601
5.001515, 1429.858643
5.003029, 1429.042725
5.004544, 1429.749878
5.006059, 1426.050903
5.007574, 1422.841431
5.009089, 1423.657349
5.010603, 1422.705444
5.012118, 1429.559448
5.013632, 1433.176880
5.015147, 1435.298340
5.016662, 1440.602173
5.018177, 1440.411743
5.019691, 1438.535034
5.021206, 1431.980103
5.022720, 1429.260254
5.024235, 1426.622070
5.025750, 1417.510498
5.027265, 1409.840454
5.028780, 1403.203979
5.030294, 1398.634644
5.031809, 1389.931030
5.033323, 1389.740723
5.034838, 1391.100586
5.036353, 1391.155029
5.037868, 1394.174072
5.039382, 1395.887573
5.040897, 1397.057129
5.042411, 1394.201294
5.043926, 1388.707153
5.045441, 1387.700806
5.046956, 1385.198486
5.048470, 1381.961914
5.049985, 1380.873901
5.051500, 1375.869385
5.053014, 1370.293701
5.054529, 1364.636353
5.056044, 1361.508545
5.057559, 1361.426880
5.059073, 1356.803223
5.060588, 1348.752319
5.062102, 1343.720581
5.063617, 1349.840332
5.065132, 1350.221069
5.066647, 1342.687134
5.068161, 1336.159424
5.069676, 1336.213867
5.071191, 1331.726074
5.072705, 1332.351562
5.074220, 1333.901978
5.075735, 1331.617188
5.077250, 1323.920044
5.078764, 1318.153931
5.080279, 1308.770386
5.081793, 1302.269897
5.083308, 1300.148438
5.084823, 1295.279907
5.086338, 1291.009644
5.087852, 1283.312500
5.089367, 1279.504639
5.090882, 1268.026855
5.092396, 1260.139282
5.093911, 1257.636963
5.095426, 1254.209961
5.096941, 1253.829224
5.098455, 1245.723999
5.099970, 1237.510010
5.101484, 1238.081177
5.102999, 1237.781982
5.104514, 1238.869995
5.106029, 1235.415771
5.107543, 1231.961548
5.109058, 1227.065796
5.110573, 1224.536255
5.112087, 1227.881714
5.113602, 1231.172729
5.115117, 1229.024048
5.116632, 1223.448364
5.118146, 1220.075684
5.119661, 1218.198975
5.121176, 1208.869873
5.122690, 1206.612427
5.124205, 1204.354858
5.125720, 1210.637817
5.127234, 1208.951416
5.128749, 1207.455566
5.130264, 1208.135498
5.131778, 1206.041260
5.133293, 1198.561646
5.134808, 1191.000366
5.136322, 1190.320435
5.137837, 1191.598755
5.139352, 1186.512573
5.140867, 1182.568848
5.142381, 1181.236084
5.143896, 1173.647705
5.145411, 1171.281372
5.146925, 1172.641357
5.148440, 1174.354858
5.149955, 1179.332153
5.151469, 1180.855347
5.152984, 1181.916016
5.154499, 1180.066528
5.156013, 1181.290527
5.157528, 1185.234253
5.159043, 1187.274170
5.160558, 1187.682129
5.162072, 1185.914185
5.163587, 1182.459961
5.165102, 1184.826294
5.166616, 1184.907837
5.168131, 1183.683960
5.169646, 1182.133667
5.171160, 1180.338501
5.172675, 1176.503540
5.174190, 1171.145386
5.175704, 1174.790039
5.177219, 1172.967651
5.178734, 1177.292236
5.180249, 1184.282349
5.181763, 1184.799072
5.183278, 1184.336670
5.184793, 1181.072876
5.186307, 1183.983154
5.187822, 1192.414673
5.189337, 1203.538940
5.190851, 1213.928833
5.192366, 1214.500000
5.193881, 1218.987793
5.195395, 1227.827271
5.196910, 1233.756592
5.198425, 1242.079346
5.199940, 1248.607056
5.201454, 1250.973389
5.202969, 1249.123779
5.204484, 1247.165527
5.205998, 1249.368652
5.207513, 1248.199097
5.209028, 1243.847290
5.210542, 1241.154663
5.212057, 1249.722168
5.213572, 1251.381348
5.215086, 1249.858154
5.216601, 1247.981445
5.218116, 1245.941650
5.219631, 1248.498291
5.221145, 1253.448364
5.222660, 1256.603394
5.224174, 1257.337769
5.225689, 1268.734009
5.227204, 1278.036011
5.228719, 1278.525513
5.230233, 1281.109375
5.231748, 1288.860962
5.233263, 1293.294434
5.234777, 1303.221924
5.236292, 1314.346069
5.237807, 1320.819336
5.239322, 1326.231934
5.240836, 1332.623535
5.242351, 1336.540161
5.243865, 1340.973511
5.245380, 1345.080566
5.246895, 1347.038818
5.248410, 1347.881958
5.249924, 1343.693481
5.251439, 1344.210205
5.252954, 1343.367065
5.254468, 1335.261841
5.255983, 1334.772339
5.257498, 1327.972656
5.259013, 1329.876587
5.260527, 1327.863892
5.262042, 1328.026978
5.263556, 1334.826660
5.265071, 1338.199341
5.266586, 1344.971802
5.268101, 1353.811279
5.269615, 1359.196655
5.271130, 1360.203003
5.272645, 1357.075195
5.274159, 1356.177612
5.275674, 1354.056152
5.277189, 1352.424194
5.278704, 1353.620972
5.280218, 1354.763306
5.281733, 1354.491333
5.283247, 1352.288208
5.284762, 1354.654419
5.286277, 1349.976318
5.287792, 1349.541138
5.289307, 1356.911987
5.290821, 1356.422363
5.292336, 1359.006226
5.293850, 1362.079712
5.295365, 1363.983643
5.296880, 1363.684448
5.298395, 1359.495850
5.299909, 1357.075195
5.301424, 1356.585571
5.302938, 1354.926514
5.304453, 1350.656250
5.305968, 1353.566528
5.307483, 1352.995361
5.308998, 1346.984497
5.310512, 1345.760498
5.312027, 1348.697998
5.313541, 1348.507568
5.315056, 1350.193848
5.316571, 1350.302734
5.318086, 1353.512085
5.319600, 1346.440552
5.321115, 1350.737915
5.322629, 1353.022583
5.324144, 1347.609985
5.325659, 1340.701538
