Time, Low-pass and crossfade (2st partial)
3.833687, 752.433350
3.835202, 753.358093
3.836716, 754.233826
3.838231, 755.118225
3.839746, 755.960815
3.841260, 756.605774
3.842775, 756.991516
3.844290, 757.217163
3.845804, 757.395386
3.847319, 757.602844
3.848834, 757.911560
3.850348, 758.340881
3.851863, 758.833801
3.853378, 759.338806
3.854892, 759.885864
3.856407, 760.518799
3.857922, 761.236328
3.859437, 762.031433
3.860951, 762.894958
3.862466, 763.791687
3.863981, 764.667358
3.865495, 765.451599
3.867010, 766.094666
3.868525, 766.601257
3.870039, 767.007568
3.871554, 767.356873
3.873069, 767.649109
3.874583, 767.867676
3.876098, 768.076050
3.877613, 768.388794
3.879128, 768.856995
3.880642, 769.436951
3.882157, 770.061340
3.883672, 770.676697
3.885186, 771.259460
3.886701, 771.861877
3.888216, 772.555786
3.889730, 773.336182
3.891245, 774.149902
3.892760, 774.973206
3.894274, 775.806519
3.895789, 776.638733
3.897304, 777.458008
3.898819, 778.248108
3.900333, 778.968140
3.901848, 779.589355
3.903363, 780.119507
3.904877, 780.576660
3.906392, 780.995911
3.907907, 781.436096
3.909421, 781.934143
3.910936, 782.465576
3.912451, 782.977356
3.913965, 783.447449
3.915480, 783.883423
3.916995, 784.249084
3.918510, 784.441101
3.920024, 784.399170
3.921539, 784.180786
3.923054, 783.874023
3.924568, 783.529053
3.926083, 783.182312
3.927598, 782.844727
3.929112, 782.518433
3.930627, 782.255920
3.932142, 782.131042
3.933656, 782.160278
3.935171, 782.285950
3.936686, 782.440186
3.938201, 782.578857
3.939715, 782.689575
3.941230, 782.800720
3.942745, 782.925781
3.944259, 783.025696
3.945774, 783.076050
3.947289, 783.124512
3.948803, 783.249268
3.950318, 783.487610
3.951833, 783.817993
3.953348, 784.184509
3.954862, 784.528442
3.956377, 784.810730
3.957892, 785.010559
3.959406, 785.143372
3.960921, 785.279968
3.962436, 785.478210
3.963950, 785.713196
3.965465, 785.912231
3.966980, 786.024048
3.968494, 786.058350
3.970009, 786.066589
3.971524, 786.076111
3.973039, 786.089233
3.974553, 786.136841
3.976068, 786.222412
3.977583, 786.281799
3.979097, 786.277649
3.980612, 786.206055
3.982127, 786.027100
3.983641, 785.720459
3.985156, 785.342712
3.986671, 784.972412
3.988185, 784.685608
3.989700, 784.546570
3.991215, 784.532227
3.992730, 784.544556
3.994244, 784.541199
3.995759, 784.560364
3.997274, 784.611633
3.998788, 784.639404
4.000303, 784.600769
4.001818, 784.485657
4.003333, 784.292603
4.004847, 784.031616
4.006362, 783.694214
4.007876, 783.265320
4.009391, 782.774231
4.010906, 782.273926
4.012421, 781.790527
4.013935, 781.297913
4.015450, 780.791260
4.016964, 780.345703
4.018479, 780.011597
4.019994, 779.763733
4.021509, 779.561340
4.023024, 779.391296
4.024538, 779.298279
4.026053, 779.334961
4.027567, 779.501282
4.029082, 779.762085
4.030597, 780.048828
4.032112, 780.299622
4.033626, 780.515564
4.035141, 780.726929
4.036656, 780.956848
4.038170, 781.228455
4.039685, 781.606995
4.041200, 782.167847
4.042715, 782.893799
4.044229, 783.701965
4.045744, 784.529541
4.047258, 785.369385
4.048773, 786.287598
4.050288, 787.344666
4.051803, 788.521667
4.053317, 789.767822
4.054832, 791.026917
4.056347, 792.242126
4.057861, 793.364258
4.059376, 794.360901
4.060891, 795.257996
4.062406, 796.099976
4.063920, 796.892883
4.065435, 797.598999
4.066949, 798.149353
4.068464, 798.509644
4.069979, 798.727661
4.071494, 798.897827
4.073008, 799.067261
4.074523, 799.230286
4.076038, 799.436401
4.077552, 799.776855
4.079067, 800.290283
4.080582, 800.973083
4.082097, 801.795410
4.083611, 802.684631
4.085126, 803.542175
4.086640, 804.284485
4.088155, 804.889038
4.089670, 805.403015
4.091185, 805.890137
4.092700, 806.397949
4.094214, 806.950928
4.095729, 807.544861
4.097243, 808.161255
4.098758, 808.795288
4.100273, 809.467102
4.101788, 810.179871
4.103302, 810.882996
4.104817, 811.517456
4.106331, 812.080872
4.107846, 812.582275
4.109361, 812.988770
4.110876, 813.312500
4.112391, 813.657166
4.113905, 814.138184
4.115420, 814.799500
4.116934, 815.578735
4.118449, 816.368042
4.119964, 817.100464
4.121479, 817.781250
4.122993, 818.448425
4.124508, 819.120728
4.126022, 819.838501
4.127537, 820.617798
4.129052, 821.383789
4.130567, 822.096741
4.132082, 822.752930
4.133596, 823.273071
4.135111, 823.629333
4.136625, 823.896606
4.138140, 824.091675
4.139655, 824.190308
4.141170, 824.219543
4.142684, 824.193176
4.144199, 824.070801
4.145713, 823.851807
4.147228, 823.593445
4.148743, 823.295288
4.150258, 822.906128
4.151772, 822.410889
4.153287, 821.831177
4.154802, 821.250366
4.156316, 820.781189
4.157831, 820.467407
4.159346, 820.300598
4.160861, 820.268005
4.162375, 820.366455
4.163890, 820.578674
4.165404, 820.830811
4.166919, 821.039856
4.168434, 821.196533
4.169949, 821.352417
4.171463, 821.541138
4.172978, 821.753174
4.174493, 821.966064
4.176007, 822.176758
4.177522, 822.392517
4.179037, 822.596252
4.180552, 822.767883
4.182066, 822.914185
4.183581, 823.068481
4.185095, 823.298889
4.186610, 823.686218
4.188125, 824.280762
4.189640, 825.048889
4.191154, 825.876587
4.192669, 826.677490
4.194184, 827.398926
4.195698, 827.994446
4.197213, 828.526917
4.198728, 829.128906
4.200243, 829.842529
4.201757, 830.637024
4.203272, 831.501526
4.204787, 832.449280
4.206301, 833.486755
4.207816, 834.584290
4.209331, 835.695923
4.210845, 836.835083
4.212360, 838.048462
4.213875, 839.350037
4.215389, 840.717896
4.216904, 842.105591
4.218419, 843.480408
4.219934, 844.802490
4.221448, 846.003540
4.222963, 847.071350
4.224478, 848.075928
4.225992, 849.100525
4.227507, 850.183899
4.229022, 851.314270
4.230536, 852.473022
4.232051, 853.678894
4.233566, 854.952148
4.235080, 856.247620
4.236595, 857.471863
4.238110, 858.550781
4.239625, 859.434875
4.241139, 860.094299
4.242654, 860.533630
4.244169, 860.791016
4.245683, 860.955444
4.247198, 861.118347
4.248713, 861.339783
4.250227, 861.686218
4.251742, 862.227234
4.253257, 862.961304
4.254771, 863.775024
4.256286, 864.561157
4.257801, 865.331726
4.259315, 866.186462
4.260830, 867.185486
4.262345, 868.278259
4.263860, 869.379211
4.265374, 870.471802
4.266889, 871.614075
4.268404, 872.856750
4.269918, 874.203552
4.271433, 875.629700
4.272948, 877.086731
4.274462, 878.496216
4.275977, 879.762329
4.277492, 880.838989
4.279006, 881.765686
4.280521, 882.637329
4.282036, 883.596985
4.283551, 884.746826
4.285065, 886.062561
4.286580, 887.443909
4.288095, 888.778748
4.289609, 890.000122
4.291124, 891.102173
4.292639, 892.131653
4.294153, 893.194275
4.295668, 894.377563
4.297183, 895.662231
4.298697, 896.958008
4.300212, 898.158081
4.301727, 899.192017
4.303242, 900.075378
4.304756, 900.836365
4.306271, 901.494507
4.307786, 902.110107
4.309300, 902.718262
4.310815, 903.285400
4.312330, 903.745300
4.313844, 904.049133
4.315359, 904.218872
4.316874, 904.288147
4.318388, 904.244873
4.319903, 904.123169
4.321418, 904.037842
4.322933, 904.083557
4.324447, 904.296387
4.325962, 904.683899
4.327477, 905.218079
4.328991, 905.875977
4.330506, 906.685486
4.332021, 907.689575
4.333535, 908.889282
4.335050, 910.162170
4.336565, 911.287537
4.338079, 912.167175
4.339594, 912.914246
4.341109, 913.676941
4.342624, 914.515930
4.344138, 915.462708
4.345653, 916.536194
4.347167, 917.718994
4.348682, 919.003357
4.350197, 920.340271
4.351712, 921.624695
4.353226, 922.813110
4.354741, 923.922119
4.356256, 924.967468
4.357770, 925.972290
4.359285, 926.984314
4.360800, 928.060059
4.362315, 929.229614
4.363829, 930.493530
4.365344, 931.801270
4.366858, 933.027710
4.368373, 934.089478
4.369888, 935.031311
4.371403, 935.917908
4.372918, 936.747437
4.374432, 937.498779
4.375947, 938.170410
4.377461, 938.771912
4.378976, 939.309448
4.380491, 939.785217
4.382006, 940.210876
4.383520, 940.594727
4.385035, 940.965576
4.386549, 941.348938
4.388064, 941.686829
4.389579, 941.887695
4.391094, 941.907104
4.392609, 941.803528
4.394123, 941.690918
4.395638, 941.612122
4.397152, 941.560730
4.398667, 941.521545
4.400182, 941.489990
4.401697, 941.483887
4.403211, 941.495178
4.404726, 941.520935
4.406240, 941.607666
4.407755, 941.769165
4.409270, 941.923767
4.410785, 941.997192
4.412300, 941.991150
4.413814, 941.910217
4.415329, 941.746948
4.416843, 941.553894
4.418358, 941.438354
4.419873, 941.474609
4.421388, 941.648865
4.422902, 941.899414
4.424417, 942.187683
4.425931, 942.471863
4.427446, 942.685425
4.428961, 942.812622
4.430476, 942.914612
4.431991, 943.072876
4.433505, 943.308899
4.435020, 943.583496
4.436534, 943.860352
4.438049, 944.104187
4.439564, 944.299194
4.441079, 944.447144
4.442593, 944.492432
4.444108, 944.374390
4.445622, 944.084351
4.447137, 943.647034
4.448652, 943.158508
4.450167, 942.708496
4.451682, 942.293091
4.453196, 941.905212
4.454711, 941.595703
4.456225, 941.411133
4.457740, 941.305542
4.459255, 941.170898
4.460770, 940.907898
4.462284, 940.472595
4.463799, 939.942566
4.465313, 939.469727
4.466828, 939.171143
4.468343, 939.094421
4.469858, 939.220825
4.471373, 939.470215
4.472887, 939.735168
4.474402, 939.958923
4.475916, 940.179932
4.477431, 940.438904
4.478946, 940.704529
4.480461, 940.968140
4.481975, 941.249451
4.483490, 941.503540
4.485005, 941.677795
4.486519, 941.767456
4.488034, 941.776428
4.489549, 941.750244
4.491064, 941.806030
4.492578, 942.013184
4.494093, 942.297974
4.495607, 942.563660
4.497122, 942.796997
4.498637, 943.009766
4.500152, 943.223511
4.501666, 943.491089
4.503181, 943.812988
4.504696, 944.123901
4.506210, 944.389160
4.507725, 944.618774
4.509240, 944.821106
4.510755, 945.016541
4.512269, 945.272400
4.513784, 945.610718
4.515298, 945.947144
4.516813, 946.209106
4.518328, 946.422119
4.519843, 946.688965
4.521357, 947.106384
4.522872, 947.681091
4.524387, 948.361633
4.525901, 949.055603
4.527416, 949.633118
4.528931, 950.029602
4.530446, 950.238647
4.531960, 950.234924
4.533475, 950.014404
4.534989, 949.638977
4.536504, 949.207336
4.538019, 948.846558
4.539534, 948.668396
4.541049, 948.706421
4.542563, 948.940002
4.544078, 949.295410
4.545592, 949.686157
4.547107, 950.096375
4.548622, 950.542908
4.550137, 950.997620
4.551651, 951.433655
4.553166, 951.894043
4.554680, 952.430664
4.556195, 953.062683
4.557710, 953.802551
4.559225, 954.632263
4.560740, 955.492554
4.562254, 956.327515
4.563769, 957.092590
4.565283, 957.735901
4.566798, 958.239258
4.568313, 958.668884
4.569828, 959.130066
4.571342, 959.661926
4.572857, 960.240356
4.574371, 960.841309
4.575886, 961.455933
4.577401, 962.110840
4.578916, 962.803040
4.580431, 963.466492
4.581945, 964.083984
4.583460, 964.684570
4.584974, 965.242493
4.586489, 965.644409
4.588004, 965.764404
4.589519, 965.629272
4.591033, 965.396362
4.592548, 965.187683
4.594062, 965.033081
4.595577, 964.853638
4.597092, 964.562561
4.598607, 964.161255
4.600121, 963.685669
4.601636, 963.189514
4.603151, 962.715149
4.604665, 962.268677
4.606180, 961.868591
4.607695, 961.541809
4.609210, 961.301514
4.610724, 961.122803
4.612239, 960.935791
4.613753, 960.705750
4.615268, 960.454224
4.616783, 960.239380
4.618298, 960.154846
4.619812, 960.241699
4.621327, 960.444092
4.622842, 960.686401
4.624356, 960.942017
4.625871, 961.259888
4.627386, 961.711975
4.628901, 962.317444
4.630415, 963.039917
4.631930, 963.837463
4.633444, 964.693848
4.634959, 965.608154
4.636474, 966.600037
4.637989, 967.662476
4.639503, 968.748596
4.641018, 969.841797
4.642533, 970.926208
4.644047, 971.939941
4.645562, 972.797302
4.647077, 973.448730
4.648592, 973.908325
4.650106, 974.247681
4.651621, 974.583862
4.653135, 975.011536
4.654650, 975.597107
4.656165, 976.333740
4.657680, 977.081848
4.659194, 977.710754
4.660709, 978.157288
4.662224, 978.415100
4.663738, 978.551575
4.665253, 978.607544
4.666768, 978.613098
4.668283, 978.604065
4.669797, 978.522888
4.671312, 978.306641
4.672827, 977.981323
4.674341, 977.662170
4.675856, 977.536438
4.677371, 977.716003
4.678885, 978.167175
4.680400, 978.783020
4.681915, 979.445801
4.683429, 980.066467
4.684944, 980.559387
4.686459, 980.834045
4.687973, 980.865662
4.689488, 980.727295
4.691003, 980.536133
4.692518, 980.369263
4.694032, 980.256897
4.695547, 980.201965
4.697062, 980.152771
4.698576, 980.006958
4.700091, 979.698364
4.701606, 979.297791
4.703120, 978.942383
4.704635, 978.703369
4.706150, 978.586060
4.707664, 978.534363
4.709179, 978.441345
4.710694, 978.233826
4.712209, 977.888794
4.713723, 977.382629
4.715238, 976.703796
4.716753, 975.912781
4.718267, 975.120850
4.719782, 974.365417
4.721297, 973.599304
4.722811, 972.843201
4.724326, 972.197021
4.725841, 971.673706
4.727355, 971.163391
4.728870, 970.571472
4.730385, 969.923645
4.731900, 969.298462
4.733414, 968.704895
4.734929, 968.125977
4.736444, 967.577698
4.737958, 966.675354
4.739473, 965.874023
4.740988, 964.952576
4.742502, 963.911438
4.744017, 963.393433
4.745532, 963.190796
4.747046, 962.788391
4.748561, 961.934265
4.750076, 961.350952
4.751591, 961.641602
4.753105, 962.073608
4.754620, 962.149475
4.756135, 962.883850
4.757649, 963.125366
4.759164, 963.241699
4.760679, 963.282288
4.762193, 962.128174
4.763708, 960.869202
4.765223, 962.564819
4.766737, 965.396301
4.768252, 968.317566
4.769767, 970.589111
4.771282, 973.582214
4.772796, 977.330139
4.774311, 980.547485
4.775826, 981.752258
4.777340, 979.507629
4.778855, 976.956299
4.780370, 974.983704
4.781884, 973.244507
4.783399, 973.432617
4.784914, 974.136963
4.786428, 975.907593
4.787943, 976.906738
4.789458, 977.450562
4.790973, 977.450684
4.792487, 978.989990
4.794002, 979.968750
4.795516, 982.219299
4.797031, 981.765259
4.798546, 979.727905
4.800061, 975.350952
4.801575, 969.725159
4.803090, 960.946045
4.804605, 956.200684
4.806119, 954.950195
4.807634, 958.394653
4.809149, 961.862549
4.810664, 963.732300
4.812178, 960.177002
4.813693, 958.478943
4.815207, 957.160706
4.816722, 957.509521
4.818237, 955.675659
4.819752, 952.679443
4.821266, 947.450928
4.822781, 945.624268
4.824296, 945.266541
4.825810, 950.792114
4.827325, 951.850342
4.828840, 952.075195
4.830355, 949.948242
4.831869, 950.092896
4.833384, 950.032043
4.834898, 956.271912
4.836413, 957.477783
4.837928, 953.563843
4.839443, 947.649658
4.840958, 940.504089
4.842472, 932.707825
4.843987, 927.915039
4.845501, 923.505737
4.847016, 920.660156
4.848531, 915.605408
4.850046, 913.179321
4.851560, 910.584778
4.853075, 909.428894
4.854589, 908.476440
4.856104, 911.741699
4.857619, 911.602905
4.859134, 909.628357
4.860649, 907.023376
4.862163, 900.600220
4.863678, 900.339417
4.865192, 906.397522
4.866707, 917.331665
4.868222, 924.987000
4.869737, 934.499939
4.871251, 955.366455
4.872766, 975.290894
4.874280, 985.632019
4.875795, 991.277588
4.877310, 989.355530
4.878825, 991.580139
4.880340, 993.303101
4.881854, 993.157593
4.883369, 991.289062
4.884883, 988.948914
4.886398, 987.249023
4.887913, 987.527527
4.889428, 970.419556
4.890942, 955.514709
4.892457, 953.066833
4.893971, 961.117615
4.895486, 972.241882
4.897001, 985.297241
4.898516, 991.960876
4.900031, 989.023438
4.901545, 972.296265
4.903060, 961.172058
4.904574, 962.531982
4.906089, 970.637146
4.907604, 983.910095
4.909119, 995.523865
4.910633, 997.726990
4.912148, 1004.009888
4.913662, 1007.817688
4.915177, 1012.115051
4.916692, 1023.157715
4.918207, 1032.296387
4.919722, 1034.744263
4.921236, 1023.021729
4.922751, 1001.317200
4.924265, 986.194763
4.925780, 979.503906
4.927295, 976.104065
4.928810, 983.937256
4.930324, 990.927307
4.931839, 990.111389
4.933353, 993.456787
4.934868, 1002.187561
4.936383, 1003.574707
4.937898, 1004.390625
4.939413, 998.515747
4.940927, 988.479431
4.942442, 968.379700
4.943956, 945.532837
4.945471, 922.278015
4.946986, 910.174622
4.948501, 902.232605
4.950015, 905.496460
4.951530, 912.377686
4.953045, 925.541870
4.954559, 929.893616
4.956074, 921.924438
4.957589, 915.532776
4.959104, 917.110291
4.960618, 915.967957
4.962133, 919.014160
4.963647, 910.093018
4.965162, 898.941589
4.966677, 889.014099
4.968192, 884.145569
4.969706, 881.697693
4.971221, 881.180908
4.972736, 876.040344
4.974250, 877.944275
4.975765, 876.856323
4.977280, 884.254333
4.978795, 889.068481
4.980309, 885.206299
4.981824, 874.136475
4.983338, 866.684021
4.984853, 862.740234
4.986368, 868.587952
4.987883, 869.839050
4.989397, 866.194458
4.990912, 860.401123
4.992427, 859.449219
4.993941, 860.509949
4.995456, 865.732056
4.996971, 872.694946
4.998486, 877.862671
5.000000, 878.542603
5.001515, 878.433838
5.003029, 876.257935
5.004544, 874.517212
5.006059, 875.768372
5.007574, 873.810059
5.009089, 863.773804
5.010603, 849.304138
5.012118, 842.395691
5.013632, 844.462769
5.015147, 841.906067
5.016662, 835.324036
5.018177, 827.926025
5.019691, 824.906921
5.021206, 830.346680
5.022720, 831.217041
5.024235, 828.959534
5.025750, 829.585083
5.027265, 835.405640
5.028780, 834.372070
5.030294, 829.449097
5.031809, 818.379272
5.033323, 811.389221
5.034838, 813.129944
5.036353, 826.919678
5.037868, 838.887024
5.039382, 847.481812
5.040897, 856.946899
5.042411, 865.514465
5.043926, 869.567078
5.045441, 876.203552
5.046956, 883.683167
5.048470, 887.762939
5.049985, 885.423889
5.051500, 877.971436
5.053014, 867.690369
5.054529, 862.332275
5.056044, 855.967773
5.057559, 854.172668
5.059073, 852.540771
5.060588, 846.040283
5.062102, 827.028442
5.063617, 816.584167
5.065132, 813.510742
5.066647, 806.683899
5.068161, 789.630310
5.069676, 773.800720
5.071191, 760.582214
5.072705, 757.073608
5.074220, 756.040039
5.075735, 754.108948
5.077250, 755.196899
5.078764, 757.644775
5.080279, 755.876831
5.081793, 760.391846
5.083308, 763.410889
5.084823, 767.055481
5.086338, 771.788025
5.087852, 776.874207
5.089367, 779.920410
5.090882, 779.403687
5.092396, 764.580383
5.093911, 748.778015
5.095426, 737.218628
5.096941, 730.718140
5.098455, 724.462463
5.099970, 727.835083
5.101484, 735.396301
5.102999, 746.058167
5.104514, 747.146118
5.106029, 743.555847
5.107543, 728.460632
5.109058, 719.566711
5.110573, 714.480530
5.112087, 716.411682
5.113602, 720.627441
5.115117, 724.924805
5.116632, 728.433472
5.118146, 736.729004
5.119661, 741.624756
5.121176, 746.194153
5.122690, 730.527710
5.124205, 712.821411
5.125720, 701.316406
5.127234, 696.502258
5.128749, 690.164978
5.130264, 690.192200
5.131778, 688.505859
5.133293, 684.942871
5.134808, 681.271057
5.136322, 689.185852
5.137837, 692.313660
5.139352, 694.435181
5.140867, 690.355347
5.142381, 687.853088
5.143896, 681.434204
5.145411, 677.191223
5.146925, 675.749695
5.148440, 678.360779
5.149955, 673.900208
5.151469, 673.356262
5.152984, 669.684448
5.154499, 667.753296
5.156013, 656.765076
5.157528, 642.023438
5.159043, 634.081421
5.160558, 630.300842
5.162072, 633.537476
5.163587, 647.109558
5.165102, 658.804993
5.166616, 660.790466
5.168131, 663.455933
5.169646, 675.368958
5.171160, 684.099670
5.172675, 687.200317
5.174190, 678.687195
5.175704, 670.581970
5.177219, 664.163086
5.178734, 665.631836
5.180249, 675.368958
5.181763, 683.827698
5.183278, 691.280151
5.184793, 698.732544
5.186307, 697.998169
5.187822, 697.182251
5.189337, 700.337280
5.190851, 701.370789
5.192366, 708.170471
5.193881, 715.269287
5.195395, 718.261169
5.196910, 718.614746
5.198425, 720.627441
5.199940, 721.552185
5.201454, 727.835083
5.202969, 731.860474
5.204484, 729.303772
5.205998, 726.094360
5.207513, 720.872253
5.209028, 708.986450
5.210542, 693.075256
5.212057, 679.720703
5.213572, 676.484070
5.215086, 673.845825
5.216601, 671.969116
5.218116, 668.895691
5.219631, 660.219299
5.221145, 651.978149
5.222660, 644.852112
5.224174, 639.901917
5.225689, 638.406006
5.227204, 630.600037
5.228719, 626.112244
5.230233, 629.457642
5.231748, 629.947266
5.233263, 627.091370
5.234777, 624.915466
5.236292, 622.875610
5.237807, 623.881958
5.239322, 619.829346
5.240836, 620.781311
5.242351, 620.998901
5.243865, 624.616333
5.245380, 627.036987
5.246895, 631.361572
5.248410, 639.276367
5.249924, 648.877502
5.251439, 659.784119
5.252954, 672.023499
5.254468, 683.528503
5.255983, 692.177673
5.257498, 700.908447
5.259013, 709.802368
5.260527, 717.200439
5.262042, 712.413452
5.263556, 707.490479
5.265071, 705.885803
5.266586, 701.996399
5.268101, 703.845886
5.269615, 705.749817
5.271130, 710.455139
5.272645, 715.813293
5.274159, 724.625610
5.275674, 732.622009
5.277189, 735.559509
5.278704, 740.264832
5.280218, 750.709106
5.281733, 757.399963
5.283247, 755.904053
5.284762, 751.606689
5.286277, 748.070862
5.287792, 749.430786
5.289307, 758.107117
5.290821, 760.690979
5.292336, 759.385498
5.293850, 755.795227
5.295365, 755.115295
5.296880, 750.110718
5.298395, 745.813354
5.299909, 745.731750
5.301424, 750.845093
5.302938, 747.227661
5.304453, 736.239441
5.305968, 729.385376
5.307483, 733.410767
5.308998, 730.554932
5.310512, 721.470581
5.312027, 714.589355
5.313541, 707.082520
5.315056, 695.903870
5.316571, 683.446899
5.318086, 669.657227
5.319600, 660.844849
5.321115, 656.139526
5.322629, 663.211182
5.324144, 668.950073
5.325659, 662.286377
5.327174, 656.955444
5.328689, 653.936401
5.330203, 656.003540
5.331718, 663.238342
5.333232, 667.834900
5.334747, 674.607361
5.336262, 677.653625
5.337777, 672.594666
5.339291, 669.956421
5.340806, 665.087830
5.342320, 659.321777
5.343835, 663.319946
5.345350, 668.242920
5.346865, 671.479553
5.348380, 675.314514
5.349894, 673.845825
5.351409, 672.703491
5.352923, 666.828552
5.354438, 661.905640
5.355953, 662.639954
5.357468, 662.286377
5.358982, 661.280029
5.360497, 664.543884
5.362011, 661.089661
5.363526, 657.961792
5.365041, 650.808594
5.366556, 647.952698
5.368071, 648.088745
5.369585, 649.911011
5.371100, 652.358887
5.372614, 653.691650
5.374129, 654.208435
5.375644, 658.206604
5.377159, 659.539368
5.378673, 659.729736
5.380188, 655.513916
5.381702, 656.629089
5.383217, 661.062439
5.384732, 662.694397
5.386247, 660.953674
5.387762, 663.673523
5.389276, 661.987244
5.390791, 662.748779
5.392305, 665.604614
5.393820, 671.724304
5.395335, 674.824951
5.396850, 676.212097
5.398364, 672.213867
5.399879, 666.393372
5.401394, 663.129578
5.402908, 664.190308
5.404423, 664.380676
5.405938, 662.177612
5.407453, 656.928284
5.408967, 652.141296
5.410482, 648.904663
5.411996, 648.415100
5.413511, 645.831238
5.415026, 643.220154
5.416541, 638.868408
5.418055, 634.244629
5.419570, 630.001648
5.421085, 625.024292
5.422599, 619.693359
5.424114, 614.144836
5.425629, 611.234619
5.427144, 612.703308
5.428658, 610.500244
5.430173, 611.397766
5.431687, 614.688843
5.433202, 617.571899
5.434717, 614.525635
5.436232, 610.853821
5.437746, 603.129395
5.439261, 593.827454
5.440776, 582.703247
5.442290, 574.598022
5.443805, 567.771179
5.445320, 563.093018
5.446835, 558.632446
5.448349, 555.259827
5.449864, 552.485596
5.451378, 554.743042
5.452893, 556.266174
5.454408, 558.686829
5.455923, 563.827393
5.457438, 566.003296
5.458952, 567.064026
5.460467, 570.355042
5.461981, 576.746765
5.463496, 582.975220
5.465011, 586.674255
5.466526, 591.570007
5.468040, 591.216431
5.469555, 591.869202
5.471069, 592.331543
5.472584, 588.360535
5.474099, 578.977051
5.475614, 571.796570
5.477129, 565.214539
5.478643, 565.105713
5.480158, 568.859131
5.481672, 570.110291
5.483187, 569.783875
5.484702, 570.246277
5.486217, 570.273499
5.487731, 568.831970
5.489246, 561.189148
5.490760, 556.130188
5.492275, 552.132019
5.493790, 552.485596
5.495305, 557.462891
5.496819, 561.841919
5.498334, 563.555420
5.499849, 564.072205
5.501363, 565.568115
5.502878, 571.660583
5.504393, 576.665161
5.505908, 581.125732
5.507422, 583.791199
5.508937, 587.463013
5.510451, 593.011536
5.511966, 597.771301
5.513481, 599.158386
5.514996, 602.531006
5.516510, 605.985229
5.518025, 610.119446
5.519540, 616.429504
5.521054, 619.530151
5.522569, 619.611755
5.524084, 621.869263
5.525599, 627.036987
5.527113, 631.035156
5.528628, 632.830322
5.530142, 635.686157
5.531657, 639.167603
5.533172, 640.037903
5.534687, 638.378784
5.536201, 632.857483
5.537716, 625.350647
5.539231, 622.685181
5.540745, 620.182922
5.542260, 617.871033
5.543775, 613.410461
5.545290, 614.960815
5.546804, 620.808533
5.548319, 628.260925
5.549833, 632.422302
5.551348, 636.175720
5.552863, 639.058777
5.554378, 638.705200
5.555892, 637.073303
5.557407, 635.740540
5.558922, 636.175720
5.560436, 639.602722
5.561951, 644.716064
5.563466, 648.959106
5.564981, 656.166687
5.566495, 662.531189
5.568010, 660.382507
5.569525, 657.145874
5.571039, 655.568359
5.572554, 653.310852
5.574069, 647.871155
5.575583, 647.381531
5.577098, 649.693420
5.578613, 651.706116
5.580127, 650.998962
5.581642, 651.216553
5.583157, 649.557434
5.584671, 647.490356
5.586186, 643.900146
5.587701, 642.839417
5.589216, 638.650818
5.590730, 635.930908
5.592245, 635.332581
5.593760, 634.299011
5.595274, 629.702454
5.596789, 631.987122
5.598304, 633.863831
5.599818, 633.483032
5.601333, 628.288147
5.602848, 621.053284
5.604362, 615.531982
5.605877, 613.029724
5.607392, 606.719604
5.608907, 605.278076
5.610421, 603.754944
5.611936, 604.761292
5.613451, 604.081360
5.614965, 601.851074
5.616480, 596.465759
5.617995, 593.147522
5.619509, 587.680603
5.621024, 587.925354
5.622539, 588.659729
5.624053, 589.203735
5.625568, 595.867371
5.627083, 608.079529
5.628598, 618.714233
5.630112, 626.846619
5.631627, 635.604553
5.633142, 642.485779
5.634656, 641.533875
5.636171, 640.881104
5.637686, 642.485779
5.639200, 642.404236
5.640715, 638.569214
5.642230, 638.623596
5.643744, 637.889221
5.645259, 636.828491
5.646774, 634.326233
5.648289, 629.838440
5.649803, 620.536499
5.651318, 614.797607
5.652833, 608.351562
5.654347, 600.763123
5.655862, 591.950745
5.657377, 583.954346
5.658891, 575.604370
5.660406, 573.618896
5.661921, 571.442993
5.663435, 567.200012
5.664950, 559.693176
5.666465, 553.655090
5.667980, 550.989624
5.669494, 546.501892
5.671009, 543.129272
5.672523, 542.367676
5.674038, 542.422058
5.675553, 540.626953
5.677068, 540.545349
5.678582, 545.604309
5.680097, 546.610657
5.681612, 545.876282
5.683126, 548.813782
5.684641, 550.146484
5.686156, 549.847290
5.687671, 551.397644
5.689185, 551.588013
5.690700, 547.317810
5.692214, 543.537231
5.693729, 544.842773
5.695244, 543.238037
5.696759, 540.436584
5.698273, 538.423889
5.699788, 537.798340
5.701303, 535.812805
5.702817, 534.724854
5.704332, 531.161865
5.705847, 521.751160
5.707362, 512.938782
5.708876, 510.572510
5.710391, 508.423798
5.711905, 502.929688
5.713420, 494.334930
5.714935, 487.208893
5.716450, 479.810852
5.717964, 470.726532
5.719479, 469.638580
5.720994, 470.808105
5.722508, 469.883362
5.724023, 470.318542
5.725538, 472.249634
5.727053, 470.916901
5.728567, 465.504395
5.730082, 459.275909
5.731596, 454.951324
5.733111, 451.442688
5.734626, 452.231445
5.736141, 454.760925
5.737656, 458.867920
5.739170, 462.784515
5.740685, 464.661224
5.742199, 467.734680
5.743714, 470.100952
5.745229, 469.339386
5.746744, 465.613190
5.748258, 462.077362
5.749773, 460.391052
5.751287, 457.779968
5.752802, 455.767273
5.754317, 456.474457
